title,Hierarchy,Occupation.type,Employment.2016,Employment.2026,ChgEmploy.2016to26.Num,ChgEmploy.2016to26.Perc,Percent.self.employed..2016,Occupational.openings..2016.26.annual.average,Median.annual.wage..2017.1.,Typical.education.needed.for.entry,Work.experience.in.a.related.occupation,Typical.on.the.job.training.needed.to.attain.competency.in.the.occupation,Level0,Level1,Level2,Level3,Level4,pathString,jobcol,percentchg.indx,percentchg.col
"Forming machine setters, operators, etc",3,Summary,120.5,102.1,-18.4,-15.3,NA,9.3,"$35,910 ",NA,NA,NA,Jobs,Production,Metal workers & plastic workers,"Forming machine setters, operators, etc",NA,"Jobs/Production/Metal workers & plastic workers/Forming machine setters, operators, etc",#FFFF99,3,#0049FF
"Extruding & drawing machine setters, operators, etc",4,Line item,72.3,61.3,-11,-15.2,NA,5.6,"$34,600 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Forming machine setters, operators, etc","Extruding & drawing machine setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Forming machine setters, operators, etc/Extruding & drawing machine setters, operators, etc",#FFFF99,3,#0049FF
"Forging machine setters, operators, etc",4,Line item,19.2,15.5,-3.7,-19.2,NA,1.4,"$38,650 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Forming machine setters, operators, etc","Forging machine setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Forming machine setters, operators, etc/Forging machine setters, operators, etc",#FFFF99,3,#0049FF
"Rolling machine setters, operators, etc",4,Line item,29,25.3,-3.7,-12.9,NA,2.3,"$37,860 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Forming machine setters, operators, etc","Rolling machine setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Forming machine setters, operators, etc/Rolling machine setters, operators, etc",#FFFF99,3,#0049FF
"Machine tool cutting setters, operators, etc",3,Summary,332.4,299.1,-33.2,-10,0.7,30.9,"$34,230 ",NA,NA,NA,Jobs,Production,Metal workers & plastic workers,"Machine tool cutting setters, operators, etc",NA,"Jobs/Production/Metal workers & plastic workers/Machine tool cutting setters, operators, etc",#FFFF99,4,#006DFF
"Cutting, punching, etc",4,Line item,192.7,175.9,-16.8,-8.7,0,18.9,"$33,060 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Machine tool cutting setters, operators, etc","Cutting, punching, etc","Jobs/Production/Metal workers & plastic workers/Machine tool cutting setters, operators, etc/Cutting, punching, etc",#FFFF99,4,#006DFF
"Drilling & boring machine tool setters, operators, etc",4,Line item,12.3,9.9,-2.4,-19.5,0.6,0.9,"$37,270 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Machine tool cutting setters, operators, etc","Drilling & boring machine tool setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Machine tool cutting setters, operators, etc/Drilling & boring machine tool setters, operators, etc",#FFFF99,3,#0049FF
"Grinding, lapping, etc",4,Line item,76.2,68.3,-7.8,-10.3,2.6,6.8,"$33,480 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Machine tool cutting setters, operators, etc","Grinding, lapping, etc","Jobs/Production/Metal workers & plastic workers/Machine tool cutting setters, operators, etc/Grinding, lapping, etc",#FFFF99,4,#006DFF
"Lathe & turning machine tool setters, operators, etc",4,Line item,33.7,30.8,-2.8,-8.4,NA,2.9,"$38,580 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Machine tool cutting setters, operators, etc","Lathe & turning machine tool setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Machine tool cutting setters, operators, etc/Lathe & turning machine tool setters, operators, etc",#FFFF99,4,#006DFF
"Milling & planing machine setters, operators, etc",4,Line item,17.6,14.2,-3.4,-19.3,0.6,1.3,"$42,650 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Machine tool cutting setters, operators, etc","Milling & planing machine setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Machine tool cutting setters, operators, etc/Milling & planing machine setters, operators, etc",#FFFF99,3,#0049FF
Machinists,3,Line item,396.2,404.1,7.9,2,1.6,40.7,"$42,600 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Metal workers & plastic workers,Machinists,NA,Jobs/Production/Metal workers & plastic workers/Machinists,#FFFF99,9,#FFDB00
"Metal furnace operators, tenders, etc",3,Summary,26.2,22.8,-3.4,-13.1,NA,2,"$40,250 ",NA,NA,NA,Jobs,Production,Metal workers & plastic workers,"Metal furnace operators, tenders, etc",NA,"Jobs/Production/Metal workers & plastic workers/Metal furnace operators, tenders, etc",#FFFF99,3,#0049FF
Metal-refining furnace operators & tenders,4,Line item,17.7,16.3,-1.4,-8.1,NA,1.5,"$41,300 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Metal furnace operators, tenders, etc",Metal-refining furnace operators & tenders,"Jobs/Production/Metal workers & plastic workers/Metal furnace operators, tenders, etc/Metal-refining furnace operators & tenders",#FFFF99,4,#006DFF
"Pourers & casters, metal",4,Line item,8.4,6.5,-2,-23.4,NA,0.5,"$38,210 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Metal furnace operators, tenders, etc","Pourers & casters, metal","Jobs/Production/Metal workers & plastic workers/Metal furnace operators, tenders, etc/Pourers & casters, metal",#FFFF99,3,#0049FF
Miscellaneous metal workers & plastic workers,3,Summary,96.7,86.6,-10.2,-10.5,0.3,8.6,"$35,390 ",NA,NA,NA,Jobs,Production,Metal workers & plastic workers,Miscellaneous metal workers & plastic workers,NA,Jobs/Production/Metal workers & plastic workers/Miscellaneous metal workers & plastic workers,#FFFF99,4,#006DFF
"Heat treating equipment setters, operators, etc",4,Line item,19.8,17,-2.8,-14.2,0.6,1.7,"$37,300 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,Miscellaneous metal workers & plastic workers,"Heat treating equipment setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Miscellaneous metal workers & plastic workers/Heat treating equipment setters, operators, etc",#FFFF99,3,#0049FF
"Layout workers, metal & plastic",4,Line item,9.2,8.5,-0.6,-6.9,NA,0.9,"$46,310 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,Miscellaneous metal workers & plastic workers,"Layout workers, metal & plastic","Jobs/Production/Metal workers & plastic workers/Miscellaneous metal workers & plastic workers/Layout workers, metal & plastic",#FFFF99,4,#006DFF
"Metal workers & plastic workers, all other",4,Line item,23,21.4,-1.5,-6.7,0.6,2.2,"$35,820 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,Miscellaneous metal workers & plastic workers,"Metal workers & plastic workers, all other","Jobs/Production/Metal workers & plastic workers/Miscellaneous metal workers & plastic workers/Metal workers & plastic workers, all other",#FFFF99,4,#006DFF
"Plating & coating machine setters, operators, etc",4,Line item,35.3,30.4,-4.9,-13.8,NA,2.8,"$31,920 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,Miscellaneous metal workers & plastic workers,"Plating & coating machine setters, operators, etc","Jobs/Production/Metal workers & plastic workers/Miscellaneous metal workers & plastic workers/Plating & coating machine setters, operators, etc",#FFFF99,3,#0049FF
"Tool grinders, filers, etc",4,Line item,9.5,9.2,-0.3,-3.5,NA,1.1,"$36,390 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,Miscellaneous metal workers & plastic workers,"Tool grinders, filers, etc","Jobs/Production/Metal workers & plastic workers/Miscellaneous metal workers & plastic workers/Tool grinders, filers, etc",#FFFF99,5,#0092FF
"Model makers & patternmakers, metal & plastic",3,Summary,9.7,8.4,-1.3,-13.3,0.6,0.8,"$50,390 ",NA,NA,NA,Jobs,Production,Metal workers & plastic workers,"Model makers & patternmakers, metal & plastic",NA,"Jobs/Production/Metal workers & plastic workers/Model makers & patternmakers, metal & plastic",#FFFF99,3,#0049FF
"Model makers, metal & plastic",4,Line item,6.3,5.5,-0.8,-12.2,NA,0.6,"$53,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Model makers & patternmakers, metal & plastic","Model makers, metal & plastic","Jobs/Production/Metal workers & plastic workers/Model makers & patternmakers, metal & plastic/Model makers, metal & plastic",#FFFF99,4,#006DFF
"Patternmakers, metal & plastic",4,Line item,3.4,2.9,-0.5,-15.5,NA,0.3,"$45,030 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Model makers & patternmakers, metal & plastic","Patternmakers, metal & plastic","Jobs/Production/Metal workers & plastic workers/Model makers & patternmakers, metal & plastic/Patternmakers, metal & plastic",#FFFF99,3,#0049FF
"Molders & molding machine setters, operators, etc",3,Summary,157.9,133.1,-24.8,-15.7,NA,13.9,"$31,420 ",NA,NA,NA,Jobs,Production,Metal workers & plastic workers,"Molders & molding machine setters, operators, etc",NA,"Jobs/Production/Metal workers & plastic workers/Molders & molding machine setters, operators, etc",#FFFF99,3,#0049FF
Foundry mold & coremakers,4,Line item,12.5,9.5,-3,-24,NA,0.9,"$35,140 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Molders & molding machine setters, operators, etc",Foundry mold & coremakers,"Jobs/Production/Metal workers & plastic workers/Molders & molding machine setters, operators, etc/Foundry mold & coremakers",#FFFF99,3,#0049FF
"Molding, coremaking, etc",4,Line item,145.4,123.6,-21.8,-15,NA,12.9,"$31,090 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Molders & molding machine setters, operators, etc","Molding, coremaking, etc","Jobs/Production/Metal workers & plastic workers/Molders & molding machine setters, operators, etc/Molding, coremaking, etc",#FFFF99,3,#0049FF
"Multiple machine tool setters, operators, etc",3,Line item,117.8,114.7,-3.1,-2.7,0.6,12,"$34,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Multiple machine tool setters, operators, etc",NA,"Jobs/Production/Metal workers & plastic workers/Multiple machine tool setters, operators, etc",#FFFF99,6,#00B6FF
Tool & die makers,3,Line item,72.5,67.3,-5.2,-7.2,0.4,6,"$52,480 ",Postsecondary nondegree award,None,Long-term on-the-job training,Jobs,Production,Metal workers & plastic workers,Tool & die makers,NA,Jobs/Production/Metal workers & plastic workers/Tool & die makers,#FFFF99,4,#006DFF
"Welding, soldering, etc",3,Summary,454,471.6,17.5,3.9,5.5,50.2,"$39,910 ",NA,NA,NA,Jobs,Production,Metal workers & plastic workers,"Welding, soldering, etc",NA,"Jobs/Production/Metal workers & plastic workers/Welding, soldering, etc",#FFFF99,10,#FFB600
"Welders, cutters, etc",4,Line item,404.8,427.3,22.5,5.6,5.4,45.8,"$40,240 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Welding, soldering, etc","Welders, cutters, etc","Jobs/Production/Metal workers & plastic workers/Welding, soldering, etc/Welders, cutters, etc",#FFFF99,10,#FFB600
"Welding, soldering, etc",4,Line item,49.2,44.2,-5,-10.2,5.6,4.4,"$37,190 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Metal workers & plastic workers,"Welding, soldering, etc","Welding, soldering, etc","Jobs/Production/Metal workers & plastic workers/Welding, soldering, etc/Welding, soldering, etc",#FFFF99,4,#006DFF
Other production,2,Summary,"2,623.70","2,605.70",-18.1,-0.7,1.7,308.6,"$32,510 ",NA,NA,NA,Jobs,Production,Other production,NA,NA,Jobs/Production/Other production,#FFFF99,7,#00DBFF
"Chemical processing machine setters, operators, etc",3,Summary,121.3,117.6,-3.6,-3,0.6,12.3,"$44,110 ",NA,NA,NA,Jobs,Production,Other production,"Chemical processing machine setters, operators, etc",NA,"Jobs/Production/Other production/Chemical processing machine setters, operators, etc",#FFFF99,6,#00B6FF
Chemical equipment operators & tenders,4,Line item,74.1,70.4,-3.7,-5,0.6,7.3,"$47,800 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Chemical processing machine setters, operators, etc",Chemical equipment operators & tenders,"Jobs/Production/Other production/Chemical processing machine setters, operators, etc/Chemical equipment operators & tenders",#FFFF99,5,#0092FF
"Separating, filtering, etc",4,Line item,47.2,47.3,0.1,0.1,0.6,5,"$39,040 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Chemical processing machine setters, operators, etc","Separating, filtering, etc","Jobs/Production/Other production/Chemical processing machine setters, operators, etc/Separating, filtering, etc",#FFFF99,8,#00FFFF
"Crushing, grinding, etc",3,Summary,187.7,176.2,-11.6,-6.2,0.3,19,"$35,100 ",NA,NA,NA,Jobs,Production,Other production,"Crushing, grinding, etc",NA,"Jobs/Production/Other production/Crushing, grinding, etc",#FFFF99,5,#0092FF
"Crushing, grinding, etc",4,Line item,30.2,28.2,-2,-6.7,0.3,3,"$35,380 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Crushing, grinding, etc","Crushing, grinding, etc","Jobs/Production/Other production/Crushing, grinding, etc/Crushing, grinding, etc",#FFFF99,4,#006DFF
"Grinding & polishing workers, hand",4,Line item,26.6,21.1,-5.4,-20.5,0.3,2.1,"$28,830 ",No formal educational credential,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Crushing, grinding, etc","Grinding & polishing workers, hand","Jobs/Production/Other production/Crushing, grinding, etc/Grinding & polishing workers, hand",#FFFF99,3,#0049FF
"Mixing & blending machine setters, operators, etc",4,Line item,131,126.9,-4.1,-3.1,0.3,13.9,"$36,600 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Crushing, grinding, etc","Mixing & blending machine setters, operators, etc","Jobs/Production/Other production/Crushing, grinding, etc/Mixing & blending machine setters, operators, etc",#FFFF99,6,#00B6FF
Cutting workers,3,Summary,78.3,74.3,-4,-5.1,2.2,8.2,"$32,650 ",NA,NA,NA,Jobs,Production,Other production,Cutting workers,NA,Jobs/Production/Other production/Cutting workers,#FFFF99,5,#0092FF
"Cutters & trimmers, hand",4,Line item,14.7,13.2,-1.5,-10.1,2.2,1.4,"$28,210 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Production,Other production,Cutting workers,"Cutters & trimmers, hand","Jobs/Production/Other production/Cutting workers/Cutters & trimmers, hand",#FFFF99,4,#006DFF
"Cutting & slicing machine setters, operators, etc",4,Line item,63.6,61.1,-2.5,-4,2.2,6.8,"$33,610 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Cutting workers,"Cutting & slicing machine setters, operators, etc","Jobs/Production/Other production/Cutting workers/Cutting & slicing machine setters, operators, etc",#FFFF99,5,#0092FF
"Extruding, forming, etc",3,Line item,71.4,67.5,-3.8,-5.4,NA,7.9,"$33,680 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Extruding, forming, etc",NA,"Jobs/Production/Other production/Extruding, forming, etc",#FFFF99,5,#0092FF
"Furnace, kiln, etc",3,Line item,21.9,20.8,-1.1,-5.2,10.7,2,"$37,580 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Furnace, kiln, etc",NA,"Jobs/Production/Other production/Furnace, kiln, etc",#FFFF99,5,#0092FF
"Inspectors, testers, etc",3,Line item,520.7,465.2,-55.5,-10.7,0.5,52.7,"$37,340 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Inspectors, testers, etc",NA,"Jobs/Production/Other production/Inspectors, testers, etc",#FFFF99,4,#006DFF
Jewelers & precious stone & metal workers,3,Line item,37.7,35.2,-2.5,-6.7,30.2,3.5,"$37,960 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Other production,Jewelers & precious stone & metal workers,NA,Jobs/Production/Other production/Jewelers & precious stone & metal workers,#FFFF99,4,#006DFF
"Medical, dental, etc",3,Summary,82.2,93.2,11,13.4,2,10.7,"$35,250 ",NA,NA,NA,Jobs,Production,Other production,"Medical, dental, etc",NA,"Jobs/Production/Other production/Medical, dental, etc",#FFFF99,12,#FF6D00
Dental laboratory technicians,4,Line item,38.1,43.6,5.5,14.4,1.9,5,"$38,670 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Medical, dental, etc",Dental laboratory technicians,"Jobs/Production/Other production/Medical, dental, etc/Dental laboratory technicians",#FFFF99,12,#FF6D00
Medical appliance technicians,4,Line item,15,17,2,13.6,2,2,"$37,190 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Medical, dental, etc",Medical appliance technicians,"Jobs/Production/Other production/Medical, dental, etc/Medical appliance technicians",#FFFF99,12,#FF6D00
Ophthalmic laboratory technicians,4,Line item,29.1,32.5,3.4,11.8,2,3.7,"$30,960 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,"Medical, dental, etc",Ophthalmic laboratory technicians,"Jobs/Production/Other production/Medical, dental, etc/Ophthalmic laboratory technicians",#FFFF99,11,#FF9200
Miscellaneous production workers,3,Summary,902.8,951.6,48.8,5.4,1.5,124.2,"$28,710 ",NA,NA,NA,Jobs,Production,Other production,Miscellaneous production workers,NA,Jobs/Production/Other production/Miscellaneous production workers,#FFFF99,10,#FFB600
Adhesive bonding machine operators & tenders,4,Line item,17,16.6,-0.5,-2.7,NA,1.8,"$32,710 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,Adhesive bonding machine operators & tenders,Jobs/Production/Other production/Miscellaneous production workers/Adhesive bonding machine operators & tenders,#FFFF99,6,#00B6FF
"Cleaning, washing, etc",4,Line item,17.2,17.3,0.1,0.4,NA,2.2,"$29,950 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,"Cleaning, washing, etc","Jobs/Production/Other production/Miscellaneous production workers/Cleaning, washing, etc",#FFFF99,8,#00FFFF
Cooling & freezing equipment operators & tenders,4,Line item,8.7,8.8,0.1,1.4,3,1,"$30,860 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,Cooling & freezing equipment operators & tenders,Jobs/Production/Other production/Miscellaneous production workers/Cooling & freezing equipment operators & tenders,#FFFF99,9,#FFDB00
Etchers & engravers,4,Line item,10.6,10.6,0.1,0.6,10.1,1.3,"$30,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,Etchers & engravers,Jobs/Production/Other production/Miscellaneous production workers/Etchers & engravers,#FFFF99,8,#00FFFF
Helpers--production workers,4,Line item,426,475.5,49.5,11.6,0.1,72,"$26,070 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,Helpers--production workers,Jobs/Production/Other production/Miscellaneous production workers/Helpers--production workers,#FFFF99,11,#FF9200
"Molders, shapers, etc",4,Line item,43,41.9,-1,-2.3,8.3,4.2,"$31,950 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,"Molders, shapers, etc","Jobs/Production/Other production/Miscellaneous production workers/Molders, shapers, etc",#FFFF99,6,#00B6FF
"Paper goods machine setters, operators, etc",4,Line item,94.6,86.1,-8.5,-9,NA,8.3,"$37,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,"Paper goods machine setters, operators, etc","Jobs/Production/Other production/Miscellaneous production workers/Paper goods machine setters, operators, etc",#FFFF99,4,#006DFF
"Production workers, all other",4,Line item,263.5,275.1,11.6,4.4,3,31.4,"$28,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,"Production workers, all other","Jobs/Production/Other production/Miscellaneous production workers/Production workers, all other",#FFFF99,10,#FFB600
Tire builders,4,Line item,22.3,19.6,-2.7,-12.1,NA,2.1,"$40,230 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Miscellaneous production workers,Tire builders,Jobs/Production/Other production/Miscellaneous production workers/Tire builders,#FFFF99,4,#006DFF
Packaging & filling machine operators & tenders,3,Line item,383,389.7,6.7,1.7,0.3,44.6,"$29,350 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Packaging & filling machine operators & tenders,NA,Jobs/Production/Other production/Packaging & filling machine operators & tenders,#FFFF99,9,#FFDB00
Painting workers,3,Summary,164.2,168.2,4,2.4,5,17.6,"$36,010 ",NA,NA,NA,Jobs,Production,Other production,Painting workers,NA,Jobs/Production/Other production/Painting workers,#FFFF99,9,#FFDB00
"Coating, painting, etc",4,Line item,89.9,89.9,0,0,5,9.3,"$33,820 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Painting workers,"Coating, painting, etc","Jobs/Production/Other production/Painting workers/Coating, painting, etc",#FFFF99,7,#00DBFF
"Painters, transportation equipment",4,Line item,58.1,61.9,3.9,6.6,5,6.6,"$41,850 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Painting workers,"Painters, transportation equipment","Jobs/Production/Other production/Painting workers/Painters, transportation equipment",#FFFF99,11,#FF9200
"Painting, coating, etc",4,Line item,16.3,16.4,0.1,0.9,4.9,1.7,"$30,820 ",No formal educational credential,None,Moderate-term on-the-job training,Jobs,Production,Other production,Painting workers,"Painting, coating, etc","Jobs/Production/Other production/Painting workers/Painting, coating, etc",#FFFF99,8,#00FFFF
Photographic process workers & processing machine operators,3,Line item,26.9,22,-4.9,-18.1,3.3,3.3,"$27,480 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Production,Other production,Photographic process workers & processing machine operators,NA,Jobs/Production/Other production/Photographic process workers & processing machine operators,#FFFF99,3,#0049FF
Semiconductor processors,3,Line item,25.5,24.1,-1.4,-5.6,3.1,2.6,"$36,580 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Other production,Semiconductor processors,NA,Jobs/Production/Other production/Semiconductor processors,#FFFF99,5,#0092FF
Plant & system operators,2,Summary,314,309.7,-4.3,-1.4,0.1,27.8,"$58,350 ",NA,NA,NA,Jobs,Production,Plant & system operators,NA,NA,Jobs/Production/Plant & system operators,#FFFF99,6,#00B6FF
Miscellaneous plant & system operators,3,Summary,104.4,102.7,-1.7,-1.6,NA,10,"$64,560 ",NA,NA,NA,Jobs,Production,Plant & system operators,Miscellaneous plant & system operators,NA,Jobs/Production/Plant & system operators/Miscellaneous plant & system operators,#FFFF99,6,#00B6FF
Chemical plant & system operators,4,Line item,33.2,30.1,-3.1,-9.2,NA,2.8,"$62,170 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Plant & system operators,Miscellaneous plant & system operators,Chemical plant & system operators,Jobs/Production/Plant & system operators/Miscellaneous plant & system operators/Chemical plant & system operators,#FFFF99,4,#006DFF
Gas plant operators,4,Line item,17.3,17.3,0,0,NA,1.7,"$69,030 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Plant & system operators,Miscellaneous plant & system operators,Gas plant operators,Jobs/Production/Plant & system operators/Miscellaneous plant & system operators/Gas plant operators,#FFFF99,7,#00DBFF
"Petroleum pump system operators, refinery operators, etc",4,Line item,41.8,43,1.2,2.8,NA,4.3,"$67,770 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Plant & system operators,Miscellaneous plant & system operators,"Petroleum pump system operators, refinery operators, etc","Jobs/Production/Plant & system operators/Miscellaneous plant & system operators/Petroleum pump system operators, refinery operators, etc",#FFFF99,9,#FFDB00
"Plant & system operators, all other",4,Line item,12.1,12.4,0.2,1.9,NA,1.2,"$56,330 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Plant & system operators,Miscellaneous plant & system operators,"Plant & system operators, all other","Jobs/Production/Plant & system operators/Miscellaneous plant & system operators/Plant & system operators, all other",#FFFF99,9,#FFDB00
"Power plant operators, distributors, etc",3,Summary,54.7,54.2,-0.6,-1,NA,4.6,"$80,440 ",NA,NA,NA,Jobs,Production,Plant & system operators,"Power plant operators, distributors, etc",NA,"Jobs/Production/Plant & system operators/Power plant operators, distributors, etc",#FFFF99,7,#00DBFF
Nuclear power reactor operators,4,Line item,7,6.3,-0.7,-10.2,NA,0.5,"$93,370 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Plant & system operators,"Power plant operators, distributors, etc",Nuclear power reactor operators,"Jobs/Production/Plant & system operators/Power plant operators, distributors, etc/Nuclear power reactor operators",#FFFF99,4,#006DFF
Power distributors & dispatchers,4,Line item,11.6,11.3,-0.3,-2.5,NA,1,"$82,510 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Plant & system operators,"Power plant operators, distributors, etc",Power distributors & dispatchers,"Jobs/Production/Plant & system operators/Power plant operators, distributors, etc/Power distributors & dispatchers",#FFFF99,6,#00B6FF
Power plant operators,4,Line item,36.1,36.5,0.5,1.3,NA,3.2,"$77,180 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Plant & system operators,"Power plant operators, distributors, etc",Power plant operators,"Jobs/Production/Plant & system operators/Power plant operators, distributors, etc/Power plant operators",#FFFF99,9,#FFDB00
Stationary engineers & boiler operators,3,Line item,35.7,37.5,1.7,4.8,0.7,3.9,"$59,890 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Plant & system operators,Stationary engineers & boiler operators,NA,Jobs/Production/Plant & system operators/Stationary engineers & boiler operators,#FFFF99,10,#FFB600
Water & wastewater treatment plant & system operators,3,Line item,119.2,115.4,-3.8,-3.2,NA,9.2,"$46,150 ",High school diploma or equivalent,None,Long-term on-the-job training,Jobs,Production,Plant & system operators,Water & wastewater treatment plant & system operators,NA,Jobs/Production/Plant & system operators/Water & wastewater treatment plant & system operators,#FFFF99,5,#0092FF
Printing workers,2,Summary,267.3,235.4,-31.9,-11.9,4.5,24.7,"$35,560 ",NA,NA,NA,Jobs,Production,Printing workers,NA,NA,Jobs/Production/Printing workers,#FFFF99,4,#006DFF
Prepress technicians & workers,3,Line item,34.6,27.7,-6.9,-19.9,3.8,3,"$39,910 ",Postsecondary nondegree award,None,None,Jobs,Production,Printing workers,Prepress technicians & workers,NA,Jobs/Production/Printing workers/Prepress technicians & workers,#FFFF99,3,#0049FF
Print binding & finishing workers,3,Line item,54,47.6,-6.5,-12,3.1,6,"$32,040 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Printing workers,Print binding & finishing workers,NA,Jobs/Production/Printing workers/Print binding & finishing workers,#FFFF99,4,#006DFF
Printing press operators,3,Line item,178.7,160.2,-18.6,-10.4,5.1,15.8,"$35,760 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Printing workers,Printing press operators,NA,Jobs/Production/Printing workers/Printing press operators,#FFFF99,4,#006DFF
Supervisors of production workers,2,Summary,621.4,619.5,-1.8,-0.3,1.5,59.3,"$58,870 ",NA,NA,NA,Jobs,Production,Supervisors of production workers,NA,NA,Jobs/Production/Supervisors of production workers,#FFFF99,7,#00DBFF
